year,type,discipline,event,as,athlete_id,noc,team,place,tied,medal
1980.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Tömörbaataryn Nyamdavaa,95875,MGL,,37.0,False,
1980.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",Tömörbaataryn Nyamdavaa,95875,MGL,,31.0,False,
1980.0,Winter,Speed Skating (Skating),"5,000 metres, Men (Olympic)",Tömörbaataryn Nyamdavaa,95875,MGL,,29.0,False,
1994.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Grunde Njøs,95876,NOR,,7.0,False,
1994.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Grunde Njøs,95876,NOR,,,False,
1998.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Grunde Njøs,95876,NOR,,,False,
1998.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Grunde Njøs,95876,NOR,,14.0,True,
2002.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Grunde Njøs,95876,NOR,,35.0,False,
2002.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Grunde Njøs,95876,NOR,,39.0,False,
1968.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Rüdiger Noack,95877,GDR,East Germany,8.0,False,
1968.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Ulrich Noack,95878,GDR,East Germany,8.0,False,
1952.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",John Noah,95879,USA,United States,2.0,False,Silver
1994.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Jeremy Nobis,95880,USA,,9.0,False,
1994.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Jeremy Nobis,95880,USA,,,False,
1952.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Ermanno Nogler,95881,ITA,,42.0,True,
